"booking_no","container_no_raw","carrier","vessel","voyage","origin_port","dest_port","etd","eta","service","status","qty_teu","created_time","notes"
"BK322479","MSCU7226761","MSC","SUNNY FREESIA","4405N","VNSGN","SGSIN","2026-01-08 22:37:42","2026-01-17 22:37:42","SE3","BOOKED","3","2025-12-22 22:37:42",""
"BK150253","PONU4012545","ONE","MSC ISABELLA","6702N","VNSGN","SGSIN","2026-01-18 10:19:56","2026-02-08 10:19:56","SE3","CANCELLED","1","2026-01-11 10:19:56",""
"BK464941","TCNU8249018","CMA CGM","EVER GIVEN","3302N","VNSGN","CNSHA","2026-01-23 10:44:49","2026-02-09 10:44:49","FE2","CANCELLED","5","2026-01-01 10:44:49",""
"BK720449","MSCU4940942","COSCO","EVER GIVEN","7605N","VNSGN","CNSHA","2026-01-23 23:52:43","2026-02-08 23:52:43","SE3","LOADED","3","2025-12-25 23:52:43",""
"BK854570","HLCU2551872","MSC","KOTA GAYA","9402N","VNSGN","USLAX","2026-01-23 15:31:30","2026-02-09 15:31:30","FE2","LOADED","5","2026-01-04 15:31:30",""
"BK907560","HLCU9615823","ONE","EVER GIVEN","7602N","VNSGN","CNSHA","2026-01-25 19:36:26","2026-01-30 19:36:26","SE3","LOADED","3","2026-01-09 19:36:26",""
"BK583651","CXDU4507688","MSC","MAERSK HANOI","2703N","VNSGN","USLAX","2026-01-25 01:04:22","2026-02-01 01:04:22","FE2","LOADED","5","2026-01-03 01:04:22",""
"BK118208","CXDU5248971","ONE","MAERSK HANOI","3103N","VNSGN","USLAX","2026-01-15 13:44:43","2026-01-30 13:44:43","SE3","BOOKED","3","2025-12-27 13:44:43",""
"BK355792","CXDU5281575","MSC","MSC ISABELLA","5205N","VNSGN","CNSHA","2026-01-20 16:19:06","2026-02-15 16:19:06","SE3","BOOKED","4","2025-12-30 16:19:06",""
"BK559670","HLCU3950933","CMA CGM","KOTA GAYA","5904N","VNSGN","CNSHA","2026-01-16 13:06:37","2026-02-12 13:06:37","FE2","BOOKED","5","2026-01-04 13:06:37",""
"BK329572","PONU5154369","ONE","MAERSK HANOI","3602N","VNSGN","VNHPH","2026-01-13 08:00:51","2026-02-08 08:00:51","FE2","BOOKED","2","2025-12-20 08:00:51",""
"BK910407","CXDU7968858","CMA CGM","EVER GIVEN","1303N","VNSGN","SGSIN","2026-01-18 10:22:11","2026-02-02 10:22:11","SE3","LOADED","3","2026-01-07 10:22:11",""
"BK693662","HLCU7266804","MSC","SUNNY FREESIA","4404N","VNSGN","USLAX","2026-01-17 11:18:08","2026-02-01 11:18:08","TP1","BOOKED","5","2026-01-10 11:18:08",""
"BK578038","MSCU9881222","COSCO","EVER GIVEN","9702N","VNSGN","SGSIN","2025-12-20 08:17:02","2026-01-19 08:17:02","FE2","BOOKED","5","2025-11-23 08:17:02",""
"BK946426","MSCU4553953","MAERSK","KOTA GAYA","7805N","VNSGN","VNHPH","2026-01-14 12:56:30","2026-02-01 12:56:30","FE2","CANCELLED","3","2026-01-03 12:56:30",""
"BK470711","TCNU3474857","ONE","MAERSK HANOI","3902N","VNSGN","USLAX","2026-01-22 14:17:39","2026-01-29 14:17:39","SE3","BOOKED","1","2026-01-02 14:17:39",""
"BK260058","PONU4482637","COSCO","MAERSK HANOI","1301N","VNSGN","SGSIN","2026-01-24 02:06:08","2026-02-14 02:06:08","SE3","CANCELLED","2","2026-01-10 02:06:08",""
"BK558537","CXDU7469815","CMA CGM","MAERSK HANOI","6503N","VNSGN","VNHPH","2026-01-17 10:30:41","2026-01-23 10:30:41","TP1","CANCELLED","4","2025-12-30 10:30:41",""
"BK536068","MSCU1602931","MAERSK","KOTA GAYA","9605N","VNSGN","USLAX","2025-12-27 12:10:48","2026-01-14 12:10:48","SE3","BOOKED","3","2025-12-08 12:10:48",""
"BK178865","CXDU7750242","MSC","KOTA GAYA","9701N","VNSGN","USLAX","2026-01-16 12:50:18","2026-02-13 12:50:18","TP1","LOADED","5","2025-12-30 12:50:18",""
"BK647382","HLCU1363842","MAERSK","EVER GIVEN","1905N","VNSGN","CNSHA","2026-01-21 12:00:36","2026-02-08 12:00:36","SE3","BOOKED","2","2026-01-12 12:00:36",""
"BK923531","CXDU7839157","CMA CGM","MAERSK HANOI","1401N","VNSGN","CNSHA","2026-01-19 11:10:27","2026-01-31 11:10:27","SE3","BOOKED","3","2026-01-09 11:10:27",""
"BK107513","CXDU1613722","MAERSK","MSC ISABELLA","2905N","VNSGN","USLAX","2026-01-17 11:20:00","2026-02-01 11:20:00","TP1","BOOKED","5","2026-01-08 11:20:00",""
"BK674874","HLCU6685433","MAERSK","EVER GIVEN","7403N","VNSGN","VNHPH","2026-01-20 10:33:00","2026-02-19 10:33:00","TP1","BOOKED","4","2025-12-21 10:33:00",""
"BK112149","HLCU8711715","CMA CGM","MSC ISABELLA","7401N","VNSGN","CNSHA","2026-01-17 16:37:37","2026-01-22 16:37:37","SE3","CANCELLED","1","2025-12-29 16:37:37",""
"BK856491","HLCU8395827","MAERSK","MSC ISABELLA","2203N","VNSGN","VNHPH","2026-01-16 16:06:50","2026-01-24 16:06:50","TP1","LOADED","4","2026-01-08 16:06:50",""
"BK799621","TCNU3983969","MSC","EVER GIVEN","7105N","VNSGN","VNHPH","2026-01-18 15:45:19","2026-01-25 15:45:19","FE2","LOADED","1","2025-12-26 15:45:19",""
"BK681600","PONU1369468","MSC","KOTA GAYA","5205N","VNSGN","USLAX","2025-12-04 15:34:49","2025-12-28 15:34:49","SE3","LOADED","4","2025-11-08 15:34:49",""
"BK447787","CXDU7557816","MSC","EVER GIVEN","2704N","VNSGN","CNSHA","2026-01-23 11:07:44","2026-02-03 11:07:44","FE2","LOADED","2","2025-12-30 11:07:44",""
"BK140344","PONU3730461","COSCO","MSC ISABELLA","1702N","VNSGN","SGSIN","2026-01-23 10:56:54","2026-02-15 10:56:54","FE2","LOADED","5","2026-01-09 10:56:54",""
"BK864688","TCNU3079560","MAERSK","KOTA GAYA","7602N","VNSGN","USLAX","2026-01-15 12:18:00","2026-02-10 12:18:00","FE2","CANCELLED","1","2025-12-31 12:18:00",""
"BK652947","CXDU4048431","ONE","EVER GIVEN","1103N","VNSGN","USLAX","2026-01-20 17:07:18","2026-01-29 17:07:18","TP1","CANCELLED","2","2025-12-31 17:07:18",""
"BK161700","HLCU8136362","CMA CGM","KOTA GAYA","7502N","VNSGN","SGSIN","2026-01-21 17:25:38","2026-01-28 17:25:38","FE2","CANCELLED","4","2025-12-28 17:25:38",""
"BK750621","CXDU7241995","CMA CGM","MAERSK HANOI","4302N","VNSGN","SGSIN","2026-01-20 20:26:26","2026-02-14 20:26:26","TP1","LOADED","5","2025-12-31 20:26:26",""
"BK295503","PONU7760059","COSCO","MAERSK HANOI","5601N","VNSGN","CNSHA","2026-01-12 12:57:21","2026-01-27 12:57:21","TP1","CANCELLED","5","2025-12-16 12:57:21",""
"BK545054","HLCU9028541","MAERSK","MAERSK HANOI","5701N","VNSGN","SGSIN","2026-01-24 14:11:17","2026-02-01 14:11:17","SE3","BOOKED","4","2025-12-30 14:11:17",""
"BK450695","PONU9804615","ONE","EVER GIVEN","1702N","VNSGN","CNSHA","2026-01-16 08:51:17","2026-02-02 08:51:17","TP1","CANCELLED","4","2026-01-06 08:51:17",""
"BK846511","TCNU8795192","MAERSK","SUNNY FREESIA","8901N","VNSGN","CNSHA","2026-01-23 02:01:40","2026-02-17 02:01:40","FE2","CANCELLED","2","2026-01-01 02:01:40",""
"BK266460","CXDU8478503","MAERSK","MSC ISABELLA","8605N","VNSGN","VNHPH","2025-12-01 13:39:32","2025-12-10 13:39:32","FE2","CANCELLED","2","2025-11-10 13:39:32",""
"BK843760","MSCU1342332","MAERSK","MSC ISABELLA","6001N","VNSGN","VNHPH","2026-01-23 15:33:58","2026-02-12 15:33:58","SE3","LOADED","2","2025-12-31 15:33:58",""
"BK593890","CXDU5947841","MAERSK","MAERSK HANOI","6005N","VNSGN","CNSHA","2026-01-22 17:10:15","2026-01-27 17:10:15","SE3","LOADED","3","2025-12-30 17:10:15",""
"BK178499","HLCU9793862","COSCO","MSC ISABELLA","1805N","VNSGN","VNHPH","2026-01-14 11:02:49","2026-01-25 11:02:49","FE2","LOADED","3","2025-12-28 11:02:49",""
"BK883921","MSCU8744434","MAERSK","KOTA GAYA","4704N","VNSGN","CNSHA","2026-01-20 16:03:08","2026-02-13 16:03:08","TP1","BOOKED","2","2026-01-10 16:03:08",""
"BK667563","HLCU1843788","COSCO","MSC ISABELLA","8104N","VNSGN","USLAX","2026-01-25 13:09:59","2026-02-20 13:09:59","TP1","CANCELLED","3","2026-01-18 13:09:59",""
"BK935898","PONU9662507","MSC","EVER GIVEN","6101N","VNSGN","CNSHA","2026-01-18 12:17:27","2026-02-10 12:17:27","FE2","BOOKED","1","2026-01-05 12:17:27",""
"BK694284","PONU8965215","COSCO","EVER GIVEN","5905N","VNSGN","CNSHA","2026-01-18 14:14:47","2026-01-31 14:14:47","TP1","CANCELLED","3","2025-12-28 14:14:47",""
"BK901561","TCNU3406388","ONE","SUNNY FREESIA","5201N","VNSGN","USLAX","2026-01-15 13:08:23","2026-01-20 13:08:23","TP1","CANCELLED","4","2025-12-23 13:08:23",""
"BK145716","CXDU2268713","COSCO","KOTA GAYA","7403N","VNSGN","VNHPH","2026-01-23 13:48:48","2026-02-16 13:48:48","TP1","BOOKED","2","2025-12-24 13:48:48",""
"BK871885","PONU7120061","CMA CGM","EVER GIVEN","7701N","VNSGN","CNSHA","2025-12-08 13:24:24","2025-12-16 13:24:24","SE3","BOOKED","5","2025-11-26 13:24:24",""
"BK559871","MSCU5440826","CMA CGM","MSC ISABELLA","2101N","VNSGN","USLAX","2026-01-18 00:56:35","2026-02-15 00:56:35","FE2","CANCELLED","2","2025-12-23 00:56:35",""
"BK512869","PONU8472185","MAERSK","SUNNY FREESIA","2405N","VNSGN","USLAX","2026-01-17 15:09:38","2026-01-30 15:09:38","TP1","CANCELLED","5","2026-01-07 15:09:38",""
"BK268168","MSCU7044462","MAERSK","SUNNY FREESIA","6003N","VNSGN","SGSIN","2026-01-20 14:46:46","2026-01-30 14:46:46","TP1","LOADED","3","2025-12-25 14:46:46",""
"BK249403","PONU6814544","ONE","EVER GIVEN","9704N","VNSGN","CNSHA","2026-01-23 13:05:44","2026-02-09 13:05:44","SE3","CANCELLED","2","2026-01-10 13:05:44",""
"BK999703","PONU4037223","MAERSK","MAERSK HANOI","6604N","VNSGN","SGSIN","2025-12-07 22:25:41","2025-12-13 22:25:41","FE2","LOADED","2","2025-11-29 22:25:41",""
"BK590369","CXDU4801072","ONE","MAERSK HANOI","8501N","VNSGN","CNSHA","2025-12-28 09:24:00","2026-01-11 09:24:00","TP1","CANCELLED","3","2025-12-03 09:24:00",""
"BK182330","CXDU1652641","COSCO","MAERSK HANOI","1704N","VNSGN","SGSIN","2026-01-21 16:30:29","2026-02-04 16:30:29","SE3","BOOKED","5","2026-01-05 16:30:29",""
"BK885131","CXDU1093163","ONE","MAERSK HANOI","1205N","VNSGN","SGSIN","2026-01-20 05:49:53","2026-02-06 05:49:53","SE3","BOOKED","4","2026-01-07 05:49:53",""
"BK815450","MSCU9225410","COSCO","MAERSK HANOI","1103N","VNSGN","CNSHA","2026-01-05 16:30:43","2026-01-10 16:30:43","FE2","BOOKED","5","2025-12-28 16:30:43",""
"BK748956","PONU2545181","ONE","EVER GIVEN","4003N","VNSGN","SGSIN","2026-01-23 08:59:29","2026-01-30 08:59:29","FE2","LOADED","3","2026-01-01 08:59:29",""
"BK308306","PONU6272376","ONE","KOTA GAYA","3604N","VNSGN","USLAX","2026-01-20 17:08:23","2026-02-19 17:08:23","TP1","BOOKED","1","2026-01-09 17:08:23",""
"BK274500","TCNU9735111","CMA CGM","EVER GIVEN","8801N","VNSGN","USLAX","2026-01-25 20:53:10","2026-02-14 20:53:10","TP1","LOADED","4","2026-01-18 20:53:10",""
"BK260344","TCNU3626452","MSC","KOTA GAYA","5405N","VNSGN","SGSIN","2026-01-17 08:56:14","2026-02-11 08:56:14","SE3","LOADED","2","2025-12-20 08:56:14",""
"BK484381","MSCU7217191","COSCO","MAERSK HANOI","3702N","VNSGN","CNSHA","2025-12-26 07:20:48","2026-01-04 07:20:48","TP1","BOOKED","1","2025-12-11 07:20:48",""
"BK843683","PONU2769098","MSC","EVER GIVEN","6302N","VNSGN","VNHPH","2026-01-22 17:44:32","2026-02-07 17:44:32","FE2","LOADED","1","2026-01-06 17:44:32",""
"BK939210","MSCU1049499","COSCO","SUNNY FREESIA","6402N","VNSGN","SGSIN","2026-01-23 15:22:16","2026-02-12 15:22:16","FE2","CANCELLED","3","2026-01-02 15:22:16",""
"BK546709","TCNU4185679","MSC","EVER GIVEN","2303N","VNSGN","CNSHA","2026-01-20 10:29:35","2026-02-06 10:29:35","TP1","CANCELLED","1","2025-12-30 10:29:35",""
"BK832318","PONU6321310","ONE","MAERSK HANOI","4303N","VNSGN","CNSHA","2025-12-12 10:13:08","2026-01-03 10:13:08","TP1","BOOKED","5","2025-11-30 10:13:08",""
"BK519531","CXDU6636946","COSCO","SUNNY FREESIA","7602N","VNSGN","CNSHA","2026-01-25 22:36:09","2026-02-15 22:36:09","SE3","CANCELLED","4","2026-01-08 22:36:09",""
"BK118409","HLCU7908373","ONE","MAERSK HANOI","5601N","VNSGN","CNSHA","2026-01-19 11:07:12","2026-02-17 11:07:12","FE2","BOOKED","3","2025-12-20 11:07:12",""
"BK251844","HLCU7208709","MSC","MSC ISABELLA","7404N","VNSGN","VNHPH","2025-12-13 08:46:55","2025-12-18 08:46:55","SE3","CANCELLED","4","2025-11-23 08:46:55",""
"BK634385","TCNU7741842","COSCO","SUNNY FREESIA","6102N","VNSGN","CNSHA","2026-01-17 10:32:13","2026-01-31 10:32:13","FE2","BOOKED","4","2025-12-23 10:32:13",""
"BK898944","TCNU6753558","ONE","EVER GIVEN","4304N","VNSGN","CNSHA","2026-01-14 06:18:23","2026-02-06 06:18:23","SE3","BOOKED","4","2025-12-18 06:18:23",""
"BK891724","TCNU1915392","ONE","SUNNY FREESIA","3601N","VNSGN","VNHPH","2026-01-25 09:46:07","2026-02-23 09:46:07","FE2","LOADED","1","2026-01-10 09:46:07",""
"BK394811","TCNU9684971","COSCO","EVER GIVEN","1504N","VNSGN","SGSIN","2026-01-18 08:16:52","2026-01-24 08:16:52","TP1","LOADED","1","2025-12-22 08:16:52",""
"BK543275","PONU1988391","ONE","MSC ISABELLA","2105N","VNSGN","USLAX","2025-12-11 14:35:47","2026-01-07 14:35:47","SE3","LOADED","1","2025-11-24 14:35:47",""
"BK438063","PONU3043662","ONE","KOTA GAYA","9003N","VNSGN","CNSHA","2025-12-14 17:17:03","2026-01-03 17:17:03","SE3","LOADED","4","2025-12-06 17:17:03",""
"BK126477","TCNU6829850","ONE","EVER GIVEN","4003N","VNSGN","SGSIN","2026-01-25 12:26:44","2026-02-18 12:26:44","FE2","BOOKED","2","2025-12-30 12:26:44",""
"BK619631","CXDU3248990","CMA CGM","MAERSK HANOI","7504N","VNSGN","SGSIN","2026-01-19 15:15:13","2026-02-01 15:15:13","SE3","BOOKED","3","2025-12-26 15:15:13",""
"BK621231","PONU6324696","MSC","EVER GIVEN","9903N","VNSGN","SGSIN","2025-12-25 11:26:58","2026-01-06 11:26:58","TP1","BOOKED","4","2025-12-11 11:26:58",""
"BK788532","MSCU7306970","CMA CGM","SUNNY FREESIA","9704N","VNSGN","CNSHA","2026-01-14 23:23:38","2026-02-02 23:23:38","FE2","BOOKED","1","2026-01-04 23:23:38",""
"BK788736","MSCU6304520","MAERSK","EVER GIVEN","9902N","VNSGN","CNSHA","2026-01-21 14:44:09","2026-02-15 14:44:09","SE3","LOADED","4","2026-01-03 14:44:09",""
"BK420015","MSCU3584604","CMA CGM","EVER GIVEN","4802N","VNSGN","SGSIN","2026-01-21 11:22:13","2026-02-17 11:22:13","FE2","LOADED","2","2026-01-07 11:22:13",""
"BK934984","CXDU1863079","MSC","EVER GIVEN","9005N","VNSGN","USLAX","2025-12-17 16:21:30","2025-12-29 16:21:30","TP1","CANCELLED","5","2025-12-10 16:21:30",""
"BK133338","PONU6457039","ONE","SUNNY FREESIA","3405N","VNSGN","VNHPH","2026-01-05 10:28:05","2026-02-04 10:28:05","TP1","CANCELLED","2","2025-12-22 10:28:05",""
"BK994623","MSCU3375673","MAERSK","EVER GIVEN","2001N","VNSGN","VNHPH","2026-01-22 02:03:50","2026-02-16 02:03:50","SE3","BOOKED","3","2026-01-13 02:03:50",""
"BK432713","CXDU7714155","CMA CGM","MAERSK HANOI","4402N","VNSGN","SGSIN","2026-01-16 12:35:53","2026-02-11 12:35:53","SE3","CANCELLED","2","2026-01-03 12:35:53",""
"BK378724","HLCU7842411","MAERSK","SUNNY FREESIA","6005N","VNSGN","CNSHA","2026-01-25 08:57:35","2026-02-16 08:57:35","TP1","LOADED","4","2026-01-08 08:57:35",""
"BK499514","CXDU2236598","COSCO","MAERSK HANOI","2105N","VNSGN","USLAX","2026-01-24 14:30:47","2026-02-13 14:30:47","FE2","CANCELLED","4","2025-12-26 14:30:47",""
"BK420791","PONU3597458","MAERSK","KOTA GAYA","4303N","VNSGN","CNSHA","2026-01-24 17:40:13","2026-02-13 17:40:13","FE2","BOOKED","3","2025-12-25 17:40:13",""
"BK600788","MSCU6163917","COSCO","EVER GIVEN","6005N","VNSGN","SGSIN","2026-01-01 12:28:41","2026-01-20 12:28:41","SE3","BOOKED","1","2025-12-04 12:28:41",""
"BK181575","MSCU3394882","MSC","MSC ISABELLA","6901N","VNSGN","CNSHA","2026-01-19 08:08:54","2026-02-17 08:08:54","SE3","LOADED","2","2025-12-22 08:08:54",""
"BK431153","HLCU1194519","COSCO","KOTA GAYA","1303N","VNSGN","USLAX","2026-01-23 12:55:50","2026-02-16 12:55:50","SE3","CANCELLED","4","2025-12-27 12:55:50",""
"BK252431","MSCU6786792","CMA CGM","MAERSK HANOI","1201N","VNSGN","VNHPH","2026-01-14 12:10:01","2026-01-25 12:10:01","TP1","CANCELLED","5","2026-01-02 12:10:01",""
"BK741493","TCNU6442766","COSCO","MAERSK HANOI","3402N","VNSGN","CNSHA","2026-01-25 05:05:55","2026-02-15 05:05:55","SE3","BOOKED","1","2026-01-06 05:05:55",""
"BK127412","MSCU3141549","CMA CGM","SUNNY FREESIA","1804N","VNSGN","SGSIN","2025-12-30 10:33:30","2026-01-19 10:33:30","TP1","CANCELLED","5","2025-12-02 10:33:30",""
"BK550568","TCNU9374870","ONE","SUNNY FREESIA","6201N","VNSGN","CNSHA","2025-12-27 10:44:22","2026-01-16 10:44:22","TP1","CANCELLED","5","2025-12-12 10:44:22",""
"BK584969","MSCU4426872","MAERSK","KOTA GAYA","5904N","VNSGN","USLAX","2026-01-08 13:41:56","2026-01-27 13:41:56","FE2","LOADED","3","2025-12-30 13:41:56",""
"BK800029","PONU3538106","ONE","KOTA GAYA","1603N","VNSGN","VNHPH","2026-01-19 08:56:57","2026-02-10 08:56:57","SE3","LOADED","1","2025-12-24 08:56:57",""
"BK539675","CXDU1052653","MSC","KOTA GAYA","4301N","VNSGN","CNSHA","2026-01-25 16:59:09","2026-02-14 16:59:09","SE3","LOADED","1","2025-12-26 16:59:09",""
"BK132340","CXDU4767480","CMA CGM","EVER GIVEN","7702N","VNSGN","CNSHA","2026-01-14 00:49:47","2026-02-13 00:49:47","SE3","CANCELLED","3","2025-12-29 00:49:47",""
"BK780125","HLCU1132469","CMA CGM","SUNNY FREESIA","3705N","VNSGN","VNHPH","2026-01-16 16:43:34","2026-02-04 16:43:34","FE2","BOOKED","2","2025-12-21 16:43:34",""
"BK965882","PONU3140071","COSCO","EVER GIVEN","3302N","VNSGN","VNHPH","2026-01-17 11:02:33","2026-01-27 11:02:33","TP1","CANCELLED","1","2026-01-06 11:02:33",""
"BK286316","TCNU7982539","COSCO","EVER GIVEN","9303N","VNSGN","USLAX","2026-01-24 15:07:27","2026-02-18 15:07:27","TP1","LOADED","3","2025-12-27 15:07:27",""
"BK998598","HLCU6660918","MSC","EVER GIVEN","4603N","VNSGN","SGSIN","2026-01-05 14:27:23","2026-01-10 14:27:23","FE2","BOOKED","3","2025-12-19 14:27:23",""
"BK861885","HLCU6710420","MAERSK","MSC ISABELLA","8404N","VNSGN","VNHPH","2026-01-19 01:50:18","2026-02-12 01:50:18","SE3","BOOKED","5","2026-01-12 01:50:18",""
"BK910731","HLCU6047035","MAERSK","KOTA GAYA","9503N","VNSGN","CNSHA","2025-12-17 08:56:08","2025-12-29 08:56:08","SE3","BOOKED","5","2025-11-24 08:56:08",""
"BK826302","HLCU9600160","COSCO","EVER GIVEN","1904N","VNSGN","VNHPH","2026-01-22 17:46:56","2026-02-06 17:46:56","SE3","CANCELLED","3","2026-01-06 17:46:56",""
"BK672715","HLCU5687868","CMA CGM","KOTA GAYA","6801N","VNSGN","CNSHA","2026-01-24 09:55:07","2026-02-05 09:55:07","TP1","BOOKED","1","2025-12-26 09:55:07",""
"BK245680","TCNU2729515","CMA CGM","KOTA GAYA","7905N","VNSGN","USLAX","2026-01-18 08:18:36","2026-02-15 08:18:36","FE2","BOOKED","4","2025-12-31 08:18:36",""
"BK806490","TCNU3122567","MAERSK","MAERSK HANOI","2705N","VNSGN","CNSHA","2026-01-05 15:26:11","2026-01-22 15:26:11","FE2","LOADED","2","2025-12-12 15:26:11",""
"BK476710","MSCU1639382","COSCO","EVER GIVEN","1304N","VNSGN","USLAX","2026-01-18 12:52:49","2026-02-13 12:52:49","FE2","CANCELLED","3","2025-12-28 12:52:49",""
"BK617249","MSCU1766266","ONE","MSC ISABELLA","1402N","VNSGN","SGSIN","2026-01-24 09:07:06","2026-02-16 09:07:06","FE2","LOADED","1","2026-01-14 09:07:06",""
"BK956098","PONU7510055","ONE","MAERSK HANOI","8703N","VNSGN","VNHPH","2026-01-11 09:25:16","2026-02-02 09:25:16","SE3","CANCELLED","2","2026-01-02 09:25:16",""
"BK314593","CXDU4234958","COSCO","EVER GIVEN","8105N","VNSGN","SGSIN","2026-01-02 12:40:24","2026-01-17 12:40:24","SE3","BOOKED","1","2025-12-25 12:40:24",""
"BK797017","TCNU2995906","COSCO","KOTA GAYA","7402N","VNSGN","USLAX","2026-01-22 09:50:07","2026-02-19 09:50:07","FE2","LOADED","1","2025-12-27 09:50:07",""
"BK527637","CXDU6016829","MSC","KOTA GAYA","1604N","VNSGN","SGSIN","2026-01-18 11:50:50","2026-02-12 11:50:50","FE2","LOADED","2","2025-12-28 11:50:50",""
"BK967084","PONU7945415","COSCO","EVER GIVEN","6603N","VNSGN","VNHPH","2025-12-10 14:42:36","2026-01-08 14:42:36","FE2","BOOKED","2","2025-12-02 14:42:36",""
"BK816735","MSCU5987139","ONE","EVER GIVEN","9601N","VNSGN","USLAX","2026-01-20 14:26:07","2026-02-19 14:26:07","FE2","LOADED","4","2026-01-01 14:26:07",""
"BK623807","CXDU4304840","MAERSK","SUNNY FREESIA","6501N","VNSGN","SGSIN","2026-01-19 13:33:14","2026-01-31 13:33:14","TP1","BOOKED","1","2025-12-31 13:33:14",""
"BK939636","MSCU7471006","MSC","SUNNY FREESIA","8401N","VNSGN","VNHPH","2026-01-14 17:07:21","2026-02-11 17:07:21","SE3","BOOKED","3","2026-01-05 17:07:21",""
"BK699080","PONU6237907","ONE","KOTA GAYA","9405N","VNSGN","SGSIN","2026-01-24 02:46:19","2026-01-30 02:46:19","TP1","BOOKED","4","2025-12-31 02:46:19",""
"BK293436","CXDU9502537","MSC","MSC ISABELLA","3902N","VNSGN","CNSHA","2026-01-17 17:27:50","2026-02-14 17:27:50","SE3","BOOKED","3","2025-12-18 17:27:50",""
"BK457344","PONU8641874","MSC","MSC ISABELLA","4805N","VNSGN","SGSIN","2025-12-19 13:10:18","2026-01-10 13:10:18","FE2","CANCELLED","3","2025-11-20 13:10:18",""
"BK100513","MSCU3026193","CMA CGM","EVER GIVEN","1004N","VNSGN","SGSIN","2026-01-24 19:07:12","2026-02-02 19:07:12","FE2","BOOKED","2","2025-12-31 19:07:12",""
"BK618739","PONU3836944","ONE","KOTA GAYA","4002N","VNSGN","USLAX","2026-01-19 17:56:33","2026-02-08 17:56:33","TP1","BOOKED","3","2026-01-01 17:56:33",""
"BK182940","MSCU6321474","ONE","MAERSK HANOI","6603N","VNSGN","SGSIN","2026-01-15 20:45:08","2026-02-03 20:45:08","SE3","CANCELLED","1","2025-12-30 20:45:08",""
"BK212211","TCNU8411565","MSC","MSC ISABELLA","4705N","VNSGN","CNSHA","2026-01-19 08:10:39","2026-02-09 08:10:39","FE2","LOADED","5","2025-12-27 08:10:39",""
"BK439562","CXDU5359009","ONE","SUNNY FREESIA","5902N","VNSGN","VNHPH","2025-12-10 17:17:29","2025-12-28 17:17:29","TP1","CANCELLED","1","2025-11-10 17:17:29",""
"BK275401","CXDU9446204","MAERSK","MAERSK HANOI","3404N","VNSGN","VNHPH","2026-01-21 12:29:28","2026-02-03 12:29:28","FE2","LOADED","3","2025-12-24 12:29:28",""
"BK584957","MSCU1763469","MAERSK","SUNNY FREESIA","3205N","VNSGN","CNSHA","2026-01-18 09:43:07","2026-02-05 09:43:07","FE2","BOOKED","1","2026-01-11 09:43:07",""
"BK887596","MSCU8770667","MAERSK","MAERSK HANOI","5804N","VNSGN","CNSHA","2026-01-17 15:33:54","2026-01-23 15:33:54","FE2","LOADED","4","2025-12-28 15:33:54",""
"BK523791","CXDU9644290","ONE","EVER GIVEN","5401N","VNSGN","CNSHA","2025-12-18 09:23:49","2026-01-02 09:23:49","SE3","LOADED","3","2025-12-09 09:23:49",""
"BK218909","CXDU2158056","CMA CGM","KOTA GAYA","2804N","VNSGN","USLAX","2026-01-23 10:51:24","2026-02-05 10:51:24","TP1","BOOKED","4","2025-12-28 10:51:24",""
"BK816098","TCNU6191352","MSC","SUNNY FREESIA","5203N","VNSGN","VNHPH","2025-12-16 11:20:01","2026-01-10 11:20:01","TP1","BOOKED","4","2025-11-20 11:20:01",""
"BK823008","HLCU9050301","MSC","MSC ISABELLA","9301N","VNSGN","USLAX","2026-01-16 14:19:28","2026-02-01 14:19:28","SE3","BOOKED","3","2026-01-04 14:19:28",""
"BK679070","CXDU3370010","COSCO","EVER GIVEN","7304N","VNSGN","CNSHA","2025-12-24 02:16:24","2026-01-19 02:16:24","TP1","BOOKED","1","2025-12-04 02:16:24",""
"BK313840","TCNU8267341","COSCO","MSC ISABELLA","3202N","VNSGN","SGSIN","2025-12-30 14:12:32","2026-01-24 14:12:32","FE2","BOOKED","2","2025-12-01 14:12:32",""
"BK801894","TCNU2476052","ONE","MSC ISABELLA","3801N","VNSGN","SGSIN","2026-01-25 15:23:11","2026-02-23 15:23:11","TP1","LOADED","1","2026-01-15 15:23:11",""
"BK844437","TCNU3699120","MSC","EVER GIVEN","8602N","VNSGN","SGSIN","2026-01-16 12:21:57","2026-02-09 12:21:57","TP1","CANCELLED","5","2025-12-27 12:21:57",""
"BK821244","HLCU1858001","COSCO","MSC ISABELLA","6601N","VNSGN","CNSHA","2026-01-22 11:37:31","2026-02-02 11:37:31","SE3","LOADED","1","2026-01-09 11:37:31",""
